000000	00:00:00
285923	XiaomiCommun
285AEB	Apple
285B0C	SichuanJiuzh
285F2F	RNware
285FDB	HuaweiTechno
286046	LantechCommu
286094	Capelec
286336	Siemens
2863BD	AptivService
2864B0	HuaweiDevice
2864EF	FsanIntellig
28656B	KeystoneMicr
2866E3	AzureWaveTec
286847	SiliconLabor
2868D2	HuaweiTechno
286926	OPTOKON
286AB8	Apple
286ABA	Apple
286B35	Intel
286B5C	Cisco
286BB4	SJIT
286C07	XIAOMIElectr
286D97	SAMJIN
286DCD	WinnerMicroe
286DDA	FiberhomeTel
286ED4	HuaweiTechno
286F40	TonlyTechnol
286F7F	Cisco
286FB9	NokiaShangha
28704E	Ubiquiti
287184	SpirePayment
2872C5	Smartmatic
2872C6	SamsungElect
2872F0	Athena
2873F6	AmazonTechno
2874F5	NokiaSolutio
2875D8	FujianStarNe
287610	IgniteNet
287681	SiliconLabor
2876CD	FunshionOnli
287777	zte
2877B1	Triplusgrupa
2877F1	Apple
287994	RealplayDigi
287AB4	HuaweiTechno
287AEE	Commscope
287B09	zte
287B11	HuiZhouGaosh
287CDB	HefeiToyclou
287E80	HuiZhouGaosh
287FCF	Intel
288023	HewlettPacka
288088	Netgear
28808A	HuaweiTechno
2880A2	InseegoWirel
28827C	BoschAutomat
288328	EmaldoTechno
288335	SamsungElect
2883C9	Apple
28840E	siliconvalle
288485	Espressif
2884FA	SHARP
28852D	TouchNetwork
2885BB	ZenExim
28875F	Annapurnalab
288761	LGInnotek
2887AF	AdvantechTec
2887BA	TPLink
288915	CashGuardSve
288A1C	JuniperNetwo
288CB8	zte
288EB9	Wacom
288EEC	Apple
288FF6	Apple
289104	TPLink
289176	IndymeSoluti
2891D0	StageTecEntw
289200	Intel
28924A	HewlettPacka
28937D	SichuanTiany
2893FE	Cisco
289401	Netgear
28940F	Cisco
2894AF	SamhwaTeleco
289529	Intel
2896B0	HuaweiTechno
2897B8	myenergi
28987B	SamsungElect
28993A	AristaNetwor
2899C7	LindsayBroad
289A4B	SteelSeriesA
289AF7	ADVAOpticalN
289AFA	TCTmobile
289C6E	HighFlyingEl
289E1E	TexasInstrum
289E97	HuaweiTechno
289EDF	DanfossTurbo
289EFC	SagemcomBroa
289F04	SamsungElect
28A02B	Apple
28A06B	Intel
28A183	Alpsalpine
28A186	enblink
28A192	GERPSolution
28A1EB	EtekTechnolo
28A241	exlar
28A24B	JuniperNetwo
28A331	SierraWirele
28A44A	Intel
28A53F	vivoMobileCo
28A574	MillerElectr
28A5EE	SDGICATV
28A6AC	seca
28A6DB	HuaweiTechno
28A915	ServercomPri
28AC67	MachPowerRap
28AC9E	Cisco
28AD18	HuiZhouGaosh
28AD3E	TONGBOWEITec
28ADEA	MallowSAS
28AF0A	SiriusXMRadi
28AF21	zte
28AF42	SamsungElect
28AFFD	Cisco
28B0CC	Xenyadoo
28B133	SHINEMANTech
28B20B	NXPUSA
28B221	SiendaMultim
28B27C	SailingNorth
28B2BD	Intel
28B371	RuckusWirele
28B3AB	GenmarkAutom
28B446	ChuangweiRgb
28B448	HuaweiTechno
28B4FB	SprocommTech
28B591	Cisco
28B5E8	TexasInstrum
28B67C	KEBODAIntell
28B829	JuniperNetwo
28B9D9	Radisys
28BA18	NextNav
28BAB5	SamsungElect
28BB59	RNETTechnolo
28BBB2	Infinixmobil
28BBED	BouffaloLab
28BC05	BLUProducts
28BC18	SourcingOver
28BC56	EMAC
28BD89	Google
28BE03	TCTmobile
28BE43	vivoMobileCo
28BE9B	VantivaUSA
28BEF3	FujianStarNe
28BF89	FiberhomeTel
28C01B	SkyworthDigi
28C0DA	JuniperNetwo
28C13C	HonHaiPrecis
28C1A0	Apple
28C21F	SamsungElect
28C2DD	AzureWaveTec
28C538	Apple
28C5C8	HP
28C5D2	Intel
28C63F	Intel
28C671	YotaDevices
28C68E	Netgear
28C709	Apple
28C718	Altierre
28C7CE	Cisco
28C825	DellKingIndu
28C87A	Commscope
28C87C	zte
28C914	Taimag
28C97A	NewH3CTechno
28CA09	ThyssenKrupp
28CB5C	CPETEKTechno
28CBEB	One
28CC01	SamsungElect
28CCFF	CorporacionE
28CD1C	Espotel
28CD4C	IndividualCo
28CD9C	DynamaxSoftw
28CDC1	RaspberryPiT
28CDC4	ChongqingFug
28CE15	XinweiIntell
28CF08	Essys
28CF51	Nintendo
28CFDA	Apple
28CFE9	Apple
28D043	AzureWaveTec
28D044	Xinyintechno
28D0CB	Adtran
28D0EA	Intel
28D0F5	RuijieNetwor
28D127	XiaomiMobile
28D1AF	Nokia
28D1B7	YOUHUATechno
28D244	LCFCElectron
28D25A	Infinixmobil
28D3EA	HuaweiDevice
28D41E	BarrotTechno
28D436	Jiangsudewos
28D576	PremierWirel
28D5B1	Apple
28D6EC	HuaweiTechno
28D93E	Telecor
28D98A	KonkeTechnol
28D997	YuduanMobile
28DB02	zte
28DB81	GuaoElectron
28DBA7	SiliconLabor
28DCC3	HuaweiTechno
28DE1C	SamsungElect
28DE59	DomusNTW
28DE65	HewlettPacka
28DEA8	zte
28DEE5	HuaweiTechno
28DEF6	bioMerieux
28DFEB	Intel
28E02C	Apple
28E14C	Apple
28E297	InfoTMMicroe
28E31F	XiaomiCommun
28E347	LiteonTechno
28E34E	HuaweiTechno
28E424	NewH3CTechno
28E476	PiCoral
28E5B0	HuaweiTechno
28E608	Tokheim
28E6A9	SamsungElect
28E6E9	SISSatIntern
28E71D	AristaNetwor
28E794	MicrotimeCom
28E7CF	Apple
28E98E	MitsubishiEl
28EA0B	Microsoft
28EA2D	Apple
28EA5B	SamsaraNetwo
28EB0A	RollingWirel
28EBA6	NexT
28EBB7	ambie
28EC22	eero
28EC95	Apple
28EC9A	TexasInstrum
28ED58	JAGJakob
28ED6A	Apple
28EDE0	AMPAKTechnol
28EE2C	FrontlineTes
28EE52	TpLinkTechno
28EED3	SuperDTechno
28EF01	AmazonTechno
28F033	Apple
28F076	Apple
28F10E	Dell
28F358	2CTrifonov
28F366	Bilianelectr
28F49B	Leetek
28F52B	FNLINKTECHNO
28F532	ADDEngineeri
28F5D1	Commscope
28F606	Syes
28F7D6	FiberhomeTel
28FA19	JingxunSoftw
28FA7A	ZhejiangTmal
28FAA0	vivoMobileCo
28FBAE	HuaweiTechno
28FBD3	RagentekTech
28FC51	ElectricCont
28FCF6	XinKingBrand
28FE65	DongGuanSiyo
28FECD	LemobileInfo
28FEDE	COMESTA
28FF3C	Apple
28FF3E	zte
28FF5F	HGGenuineInt
28FFB2	Toshiba
2A0BB8	xFusionDigit
2A1597	Cotsworks
2A2F83	Uplink
2A2FE2	onway
2A47C9	CodeConstruc
2A7F76	WirelessBroa
2A9FEB	AVnuAlliance
2AA139	Pointguard
2AA147	Distribucion
2AAC53	WolfspyreLab
2ABF3F	LinkplayTech
2ADBD7	VesperTechno
2AEA15	TibitCommuni
2AFD6A	CharterCommu
2C002A	TINNOMobileT
2C002C	Unowhy
2C0033	EControls
2C00AB	Commscope
2C00F7	Xos
2C010B	NASCENTTechn
2C01B5	Cisco
2C029F	3ALogics
2C0369	AcctonTechno
2C0547	PhatenTech
2C0613	ChinaMobileG
2C0623	WinLeader
2C073C	Devline
2C0786	HuaweiDevice
2C07F6	SKGHealthTec
2C081C	Ovh
2C0823	SercommFranc
2C088C	HUMAX
2C08B4	HuaweiDevice
2C094D	RaptorEngine
2C09CB	Cobs
2C0B97	XiaomiCommun
2C0BAB	HuaweiTechno
2C0BE9	Cisco
2C0D27	HuaweiDevice
2C0DA7	Intel
2C0DCF	XiaomiCommun
2C0E3D	SamsungElect
2C10C1	Nintendo
2C1165	SiliconLabor
2C157E	RADIODATA
2C15BF	SamsungElect
2C15D9	HuaweiTechno
2C15E1	Phicomm
2C17E0	SYSTEMESETTE
2C1809	Apple
2C1875	SkyworthDigi
2C18AE	TrendElectro
2C195C	XiaomiMobile
2C1984	IDNTelecom
2C1A01	HuaweiTechno
2C1A05	Cisco
2C1A31	Electronics
2C1B3A	HuiZhouGaosh
2C1BC8	HunanTopview
2C1CF6	AlienGreen
2C1CF7	Apple
2C1DB8	Commscope
2C1E4F	QianliNetwor
2C1EEA	Aerodev
2C1F23	Apple
2C200B	Apple
2C2080	HuaweiDevice
2C2131	JuniperNetwo
2C2172	JuniperNetwo
2C21D7	IMAX
2C228B	Ctr
2C233A	HewlettPacka
2C245F	BabolatVS
2C2617	OculusVR
2C26C5	zte
2C2768	HuaweiTechno
2C27D7	HewlettPacka
2C27E4	LuxsharePrec
2C282D	BbkEducation
2C28B7	Ruiyingtechn
2C2997	Microsoft
2C2BDB	eero
2C2BF9	LGInnotek
2C2D48	CommendInter
2C2FF4	eero
2C301A	TechnicolorC
2C3033	Netgear
2C3068	Pantech
2C3124	Cisco
2C326A	Apple
2C3311	Cisco
2C3341	ChinaMobileI
2C3358	Intel
2C3361	Apple
2C337A	HonHaiPrecis
2C3427	ErcoGener
2C347B	JungeTechnol
2C3557	ELIIYPower
2C36A0	Capisco
2C36F2	HuaweiTechno
2C36F8	Cisco
2C3731	YifangDigita
2C3796	Cybo
2C37C5	QingdaoHaier
2C3996	SagemcomBroa
2C39C1	Ciena
2C3A28	FagorElectró
2C3A91	HuaweiDevice
2C3AB1	HuaweiDevice
2C3AE8	Espressif
2C3AFD	AVMAudiovisu
2C3B70	AzureWaveTec
2C3BFD	NetstorTechn
2C3C05	Marinesync
2C3EBF	HOSINGlobalE
2C3ECF	Cisco
2C3F0B	CiscoMeraki
2C3F38	Cisco
2C3F3E	AlgeTiming
2C402B	SmartiBlueTe
2C4053	SamsungElect
2C4138	HewlettPacka
2C41A1	Bose
2C4205	Lytx
2C431A	YOUHUATechno
2C43BE	SunnovoInter
2C4401	SamsungElect
2C441B	SpectrumMedi
2C44FD	HewlettPacka
2C459A	DixonTechnol
2C4759	MEGApreponde
2C4881	vivoMobileCo
2C4A11	Ciena
2C4B14	SichuanTiany
2C4C15	JuniperNetwo
2C4C7D	NewH3CTechno
2C4CC6	MurataManufa
2C4D54	ASUSTekCOMPU
2C4D79	WeifangGoert
2C4DDE	TecnoMobile
2C4E7D	ChunghuaInte
2C4F52	Cisco
2C5089	KaixuanVisua
2C52AF	HuaweiTechno
2C532B	TCTmobile
2C534A	WinyaoElectr
2C53D7	Sonova
2C542D	Cisco
2C5491	Microsoft
2C54CF	LGElectronic
2C553C	VecimaNetwor
2C557C	YOUHUATechno
2C55D3	HuaweiTechno
2C5683	ChinaMobileG
2C56DC	ASUSTekCOMPU
2C572C	AllwinnerTec
2C5731	WingtechGrou
2C5741	Cisco
2C57CE	Apple
2C584F	Commscope
2C58B9	HP
2C58E8	HuaweiTechno
2C5917	Arcadyan
2C598A	LGElectronic
2C59E5	HewlettPacka
2C5A05	Nokia
2C5A0F	Cisco
2C5A8D	SYSTRONIKEle
2C5AA3	PromateElect
2C5BB8	OppoMobileTe
2C5BE1	CentripetalN
2C5D34	OppoMobileTe
2C5D93	RuckusWirele
2C5EAB	MellanoxTech
2C5FF3	PertronicInd
2C600C	QuantaComput
2C60CD	NrElectric
2C6104	FenglianTech
2C61F6	Apple
2C625A	FinestSecuri
2C6289	Regenersis
2C6373	SichuanTiany
2C63A1	HuaweiDevice
2C641F	Vizio
2C64F6	WuQiTechnolo
2C658D	Cisco
2C66AD	NimbleTechDi
2C66F5	ElectricalAp
2C6798	InTalTech
2C67AB	EzelinkTelec
2C67BE	DWnetTechnol
2C67FB	ZhengjiliEle
2C693E	HuaweiTechno
2C69BA	RFControls
2C69CC	ValeoDetecti
2C6B7D	TexasInstrum
2C6BF5	JuniperNetwo
2C6DC1	Intel
2C6E85	Intel
2C6F37	Nokia
2C6F4E	HubeiYuanTim
2C6F51	HerospeedDig
2C6FC9	HonHaiPrecis
2C704F	zte
2C7155	HiveMotion
2C71FF	AmazonTechno
2C72C3	Soundmatters
2C7360	EardaTechnol
2C73A0	Cisco
2C750F	DongzhouLawt
2C75CB	Novitec
2C7600	Apple
2C768A	HewlettPacka
2C780E	HuaweiDevice
2C784C	ItonTechnolo
2C793D	BoditechMed
2C79BE	TpLinkTechno
2C79D7	SagemcomBroa
2C7B5A	Milper
2C7B84	OOOPetrTeleg
2C7BA0	Intel
2C7CE4	TianyuInform
2C7CF2	Apple
2C7E81	Commscope
2C7ECF	Onzo
2C8065	HARTINGNorth
2C8158	HonHaiPrecis
2C81BF	Apple
2C8217	Apple
2C86D2	Cisco
2C8A72	HTC
2C8AC7	UbeeInteract
2C8BF2	HitachiMetal
2C8D37	Virtium
2C8D48	SmartInnovat
2C8DB1	Intel
2C9127	Eintechno
2C91AB	AVMAudiovisu
2C922C	KishuGikenKo
2C93FB	SercommFranc
2C9452	HuaweiTechno
2C9464	Cincoze
2C9520	Apple
2C9569	Commscope
2C957F	zte
2C9662	Invenit
2C9682	MitraStarTec
2C9717	ICY
2C97B1	HuaweiTechno
2C97ED	SonyImagingP
2C9811	CloudNetwork
2C9924	Commscope
2C9975	SamsungElect
2C9AA4	Eolo
2C9C58	CloudNetwork
2C9D1E	HuaweiTechno
2C9D4B	LavelleNetwo
2C9D5A	FlaircommMic
2C9D65	vivoMobileCo
2C9D90	MellanoxTech
2C9E00	SonyInteract
2C9E5F	Commscope
2C9EE0	Cavli
2C9EEC	JabilCircuit
2C9EFC	Canon
2C9FFB	WNC
2CA02F	Veroguard
2CA042	HuaweiDevice
2CA157	acromate
2CA17D	Commscope
2CA2B4	FortifyTechn
2CA30E	PowerDragonD
2CA327	OraimoTechno
2CA539	ParallelWire
2CA59C	HikvisionDig
2CA774	TexasInstrum
2CA780	TrueTechnolo
2CA797	HuaweiTechno
2CA79E	HuaweiTechno
2CA7EF	OnePlusTechn
2CA835	Rim
2CA89C	Creatz
2CA9F0	OppoMobileTe
2CAA8E	WyzeLabs
2CAB00	HuaweiTechno
2CAB25	GongjinElect
2CAB33	TexasInstrum
2CAB46	RuckusWirele
2CABA4	CiscoSPVTG
2CABEB	Cisco
2CABEE	EMMicroelect
2CAC44	Conextop
2CAD13	ZhiluTechnol
2CAE2B	SamsungElect
2CAE46	CloudNetwork
2CAFC4	Private
2CB05D	Netgear
2CB0DF	SolitonTechn
2CB0FD	MiaoMingInte
2CB115	IntegratedDe
2CB1B7	MellanoxTech
2CB21A	Phicomm
2CB301	HonorDevice
2CB43A	Apple
2CB471	TuyaSmart
2CB68F	HuaweiTechno
2CB693	Radware
2CB69D	REDDigitalCi
2CB6C2	zte
2CB6C8	RaisecomTech
2CB7A1	HuaweiDevice
2CB8ED	SonicWall
2CBABA	SamsungElect
2CBACA	CosonicElect
2CBC87	Apple
2CBCBB	Espressif
2CBE08	Apple
2CBE97	Ingenieurbue
2CBEEB	NothingTechn
2CBEEE	NothingTechn
2CC1F4	NokiaSolutio
2CC253	Apple
2CC260	Oracle
2CC3E6	BilianElectr
2CC407	machineQ
2CC546	HuaweiDevice
2CC548	IAdea
2CC5D3	RuckusWirele
2CC682	QuectelWirel
2CC6A0	LumacronTech
2CC81B	Routerboardc
2CC8F5	HuaweiDevice
2CCA0C	WithusPlanet
2CCA16	Apple
2CCA75	RobertBoschA
2CCC15	Nokia
2CCC44	SonyInteract
2CCC7A	AltoBeam
2CCCE6	SkyworthDigi
2CCD27	Precor
2CCD43	SummitTechno
2CCD69	Aqavicom
2CCE1E	Cloudtronics
2CCF58	HuaweiTechno
2CCF67	RaspberryPi
2CD02D	Cisco
2CD05A	LiteonTechno
2CD066	XiaomiCommun
2CD1C6	MurataManufa
2CD1DA	KeysightTech
2CD26B	FnLinkTechno
2CD2E3	GuangzhouAos
2CD2E7	Nokia
2CD3AD	TexasInstrum
2CD444	Fujitsu
2CD7FF	LANCOM
2CD8AE	SEIRobotics
2CD8DE	AltoBeam
2CD974	HuiZhouGaosh
2CDA3F	DongGuanRama
2CDA46	SamsungElect
2CDB07	Intel
2CDC78	Descartes
2CDCAD	WNC
2CDCC1	EMMicroelect
2CDCD7	AzureWaveTec
2CDD0C	Discovergy
2CDD5F	iCommSemicon
2CDD95	TaicangT&WEl
2CDDA3	PointGreyRes
2CDDE9	AristaNetwor
2CDEDF	KonaixinPrec
2CDEF5	TVSREGZA
2CDF68	Apple
2CDFE6	RaisecomTech
2CE032	TCLKingElect
2CE099	FujianStarNe
2CE187	NewH3CTechno
2CE2A8	DeviceDesign
2CE2D9	HuaweiDevice
2CE310	Stratacache
2CE38E	Cisco
2CE412	SagemcomBroa
2CE64D	GDMideaAirCo
2CE6CC	RuckusWirele
2CE871	AlertMetalgu
2CEA7F	Dell
2CEADA	ICCIntellige
2CEADC	AskeyCompute
2CEAFC	Intel
2CECA6	HuaweiTechno
2CECF7	SDMCTechnolo
2CED89	HuaweiTechno
2CEDB0	HuaweiTechno
2CEDEB	AlpheusDigit
2CEE26	PetroleumGeo
2CF05D	MicroStarINT
2CF0A2	Apple
2CF0EE	Apple
2CF1BB	zte
2CF203	EmkoElektron
2CF295	HuaweiDevice
2CF2A5	SagemcomBroa
2CF432	Espressif
2CF4C5	Avaya
2CF7F1	SeeedTechnol
2CF814	Cisco
2CF89B	Cisco
2CF8EC	QuectelWirel
2CFAA2	AlcatelLucen
2CFB0F	SagemcomBroa
2CFC8B	OppoMobileTe
2CFCE4	CTEKSweden
2CFD37	BlueCalypso
2CFDA1	ASUSTekCOMPU
2CFDAB	MotorolaMobi
2CFDB3	TonlyTechnol
2CFDB4	JingxunSoftw
2CFE4F	XiaomiCommun
2CFE8B	MicrochipTec
2CFEE2	QingdaoHisen
2CFF65	OkiElectricI
2CFFEE	vivoMobileCo
3000FC	Nokia
3001AF	Cisco
3003C8	CloudNetwork
30045C	SuperElectro
300475	QbicCommunic
300505	Intel
30053F	JTI
30055C	Brotherindus
30074D	SamsungElect
30075C	43403
3007A3	SkyworthDigi
30084D	TrumpfHüttin
300916	Apple
3009C0	MotorolaMobi
300A9D	AxinoSolutio
300AC5	Ruiotelecomm
300B9C	DeltaMobile
300C23	zte
300D2A	ZhejiangWell
300D43	MicrosoftMob
300D9E	RuijieNetwor
300E43	Apple
300EB8	LGElectronic
300ED5	HonHaiPrecis
300EE3	Aquantia
3010B3	LiteonTechno
3010E4	Apple
301389	SiemensAutom
30138B	HP
30142D	Piciorgros
30144A	WNC
301518	UbiquitousCo
301577	ZyxelCommuni
30168D	ProLon
30169D	MercusysTech
3017C8	Sony
3018CF	DEOScontrol
301966	SamsungElect
301984	HuaweiTechno
301A28	MakoNetworks
301A30	MakoNetworks
301ABA	OppoMobileTe
301B97	LierdaScienc
301C22	HewlettPacka
301D49	FirmusTechno
301F48	zte
30215B	OstarDisplay
302303	BelkinIntern
302364	NokiaShangha
3023BA	AcceleratedM
3023CD	FujianStarNe
302432	Intel
302450	HuachengNetw
302478	SagemcomBroa
3024A9	HP
3027CF	CanopyGrowth
30292B	eero
30294B	HuaweiTechno
302952	HillstoneNet
3029BE	MRDcom
302BDC	TopUnumElect
302DE8	JDA
302F1E	Siemens
302FAC	ZhejiangHuaR
30305F	ValeoSchalte
3030D0	TexasInstrum
3030F9	Espressif
30317D	Hosiden
303180	SkyworthDigi
303235	QingdaoIntel
303294	WIENERPleinB
3032D4	Hanilstm
303335	Boosty
303422	eero
3034D2	Availink
3034DB	LGInnotek
3034F6	VantivaConne
3035AD	Apple
3035C5	HuaweiDevice
3037A6	Cisco
3037B3	HuaweiTechno
303855	Nokia
303926	Sony
303955	JinhengjiaEl
3039A9	HongshanInfo
3039F2	ADBBroadband
303A4A	eero
303A64	Intel
303ABA	GuangzhouBao
303B49	CiscoMeraki
303B7C	Apple
303D08	GlinttTes
303EA7	Intel
303EAD	SonavoxCanad
303F5D	PtHanSungEle
303F7B	YOUHUATechno
303FBB	HewlettPacka
304074	zte
304174	AltecLansing
3041DB	vivoMobileCo
304225	BurgWächter
304240	zte
3042A1	ilumisysDBAT
304449	PLATHSignalP
304487	HefeiRadioCo
3044A1	NanchaoInfor
304511	TexasInstrum
304596	HuaweiTechno
30469A	Netgear
30487D	TuyaSmart
30493B	NanjingZComW
30499E	HuaweiTechno
304A26	TrolinkTechn
304AC4	BarrotTechno
304B07	MotorolaMobi
304C7E	PanasonicEle
304D1F	AmazonTechno
304E1B	HuaweiDevice
304EC3	TianjinTechu
304F00	OppoMobileTe
304F75	ZhoneTechnol
305075	GNAudio
3050CE	XiaomiCommun
3050F1	Ennoconn
3050FD	SkyworthDigi
3051F8	BYKGardner
305223	GDMideaAirCo
305253	BuildJet
30525A	NST
3052CB	LiteonTechno
30535B	ComnectTechn
3053C1	Cresyn
3055ED	TrexNetwork
30560F	GIGABYTETECH
305684	YunjiIntelli
305696	Infinixmobil
305714	Apple
30578E	eero
3057AC	Irlab
305890	FrontierSili
3058EB	zte
30595B	streamnow
3059B7	Microsoft
305A3A	ASUSTekCOMPU
305A99	SichuanTiany
305D38	Beissbarth
305DA6	ADVALYSYSTEM
305F77	NewH3CTechno
30600A	CigShanghai
306023	Commscope
306112	PAV
306118	Paradom
3061A2	HuaweiTechno
30636B	Apple
306371	ShenzhenshiX
3063CF	ZhejiangCain
3063EA	JuniperNetwo
3065EC	Wistron
3066D0	HuaweiDevice
3067A1	SagemcomBroa
30688C	ReachTechnol
306893	TPLink
30694B	Rim
306A85	SamsungElect
306CBE	SkymotionTec
306D34	WuQiTechnolo
306DF9	OppoMobileTe
306E5C	ValidusTechn
306F07	NationsTechn
3071B2	PrevailOptoe
307350	Inpeco
307467	SamsungElect
307496	HuaweiTechno
307512	Sony
30766F	LGElectronic
3076F5	Espressif
3077CB	MaikeIndustr
3077DF	Terex
30785C	PartowTamasN
30786B	TIANJINGolde
3078C2	Innowireless
3078D3	VirgilantTec
307A05	HuaweiTechno
307A57	Accuenergy
307AD2	Apple
307BAC	NewH3CTechno
307BC9	BilianElectr
307C30	Rim
307C4A	HuaweiDevice
307C5E	JuniperNetwo
307CB2	AnovFrance
307ECB	Sfr
307F10	OppoMobileTe
30809B	NewH3CTechno
308216	Apple
30836B	SteeRetail
308398	Espressif
3083D2	MotorolaMobi
308454	OppoMobileTe
3085A9	ASUSTekCOMPU
3085EB	FiberhomeTel
30862D	AristaNetwor
3086F1	FiberhomeTel
308730	HuaweiTechno
3087D9	RuckusWirele
308841	SichuanAILin
308944	DEVABroadcas
30894A	Intel
308976	DalianLambaT
308999	EastPower
3089A6	HuaweiTechno
3089D3	HongkongUclo
3089EC	Nintendo
308AF7	HuaweiDevice
308B23	Annapurnalab
308BB2	Cisco
308CFB	Dropcam
308D99	HewlettPacka
308DD4	HuaweiTechno
308E7A	iCommSemicon
308ECF	HuaweiTechno
309048	Apple
3090AB	Apple
309176	SkyworthDigi
30918F	VantivaTechn
3092F6	SunmonCommun
3093BC	SagemcomBroa
309435	vivoMobileCo
309587	HunanFnLinkT
3095E3	Simcom
309610	HuaweiDevice
30963B	HuaweiDevice
3096FB	SamsungElect
309935	zte
309BAD	BbkEducation
309C23	MicroStarINT
309E1D	Ohsung
309E62	HuaweiTechno
309FFB	ArdomusNetwo
30A023	RockPath
30A033	Apple
30A176	FiberhomeTel
30A1FA	HuaweiTechno
30A220	ARGTelecom
30A243	PrifoxInnova
30A2C2	HuaweiDevice
30A30F	HuaweiTechno
30A3B5	JiangsuBestT
30A452	ArrivalEleme
30A612	HugsunTechno
30A771	JiangSuFulia
30A889	DecimatorDes
30A8DB	Sony
30A998	HuaweiDevice
30A9DE	LGInnotek
30AABD	ReallytekInf
30AAE4	HuaweiDevice
30AB6A	SamsungElect
30ACED	PacketCleari
30AE7B	DeqingDusunE
30AEA4	Espressif
30AEF6	RadioMobileA
30AF7E	TexasInstrum
30AFCE	vivoMobileCo
30B037	NewH3CTechno
30B0EA	ChuangxinInt
30B164	PowerElectro
30B1B5	Arcadyan
30B216	HitachiEnerg
30B237	GDMideaAirCo
30B29F	Evident
30B346	CjscNorsiTra
30B3A2	HeguangMeasu
30B49E	TpLinkTechno
30B4B8	LGElectronic
30B5C2	TpLinkTechno
30B5F1	AitexinTechn
30B62D	MojoNetworks
30B64F	JuniperNetwo
30B7D4	HitronTechno
30B851	Siemens
30B930	zte
30B9B0	IntracomAsia
30BB43	SixiNetworks
30BB7D	OnePlusTechn
30BC4F	JianguoBiteT
30BD13	ZyxelCommuni
30BDFE	SichuanTiany
30BE29	AltoBeam
30BE3B	MitsubishiEl
30C01B	JingxunSoftw
30C0AE	Apple
30C3D9	Alpsalpine
30C507	ECITelecom
30C50F	HuaweiTechno
30C599	ASUSTekCOMPU
30C6AB	zte
30C6D7	NewH3CTechno
30C6F7	Espressif
30C750	MICTechnolog
30C7AE	SamsungElect
30C82A	WIBIZ
30C8A2	TranschanTec
30C91B	ZhenShiInfor
30C922	Espressif
30C9AB	CloudNetwork
30C9CC	SamsungElect
30CB36	BeldenSingap
30CB89	OnLogic
30CBC7	CambiumNetwo
30CBF8	SamsungElect
30CC21	zte
30CDA7	SamsungElect
30D042	Dell
30D16B	LiteonTechno
30D17E	HuaweiTechno
30D32D	devolo
30D357	Logosol
30D386	zte
30D46A	Autosales
30D4E2	HuaweiTechno
30D51F	Prolights
30D53E	Apple
30D587	SamsungElect
30D659	MergingTechn
30D6C9	SamsungElect
30D7A1	Apple
30D875	Apple
30D941	RaydiumSemic
30D959	LongcheerTec
30D97F	Tech4homeLda
30D9D9	Apple
30DCE7	zte
30DDAA	ZhejiangDahu
30DE4B	TPLink
30DE86	CedacSoftwar
30DF17	Alpsalpine
30DF8D	GongjinElect
30E044	Google
30E04F	Apple
30E090	Genevisio
30E171	HewlettPacka
30E1F1	Intelbras
30E271	FsasTechnolo
30E283	TexasInstrum
30E37A	Intel
30E396	HuaweiDevice
30E3A4	Intel
30E3D6	SpotifyUSA
30E48E	VodafoneUK
30E4D8	HuaweiDevice
30E4DB	Cisco
30E7BC	OppoMobileTe
30E8E4	QorvoInterna
30E98E	HuaweiTechno
30EA26	Sycada
30EB15	HuaweiDevice
30EB1F	SkylabM&CTec
30EB25	IntekDigital
30EB5A	LandisGyr
30EC7C	AlongElectro
30ECA3	AlfatronElec
30ED96	LSMecapion
30EDA0	Espressif
30EFD1	AlstomStrong
30F028	BoschSicherh
30F03A	UEIElectroni
30F23C	TecnoMobile
30F31D	zte
30F335	HuaweiTechno
30F33A	plugg
30F42F	Esp
30F527	NewH3CTechno
30F600	SagemcomBroa
30F65D	HewlettPacka
30F6B9	EcocentricEn
30F6EF	Intel
30F70D	Cisco
30F772	HonHaiPrecis
30F77F	SMobileDevic
30F7C5	Apple
30F7D7	ThreadTechno
30F856	ExtremeNetwo
30F947	SkyworthDigi
30F94B	UniversalEle
30F9ED	Sony
30FAB7	TunaiCreativ
30FB10	SiliconLabor
30FB68	ZmvisionTech
30FB94	FangzhiweiIn
30FBB8	HuaweiTechno
30FC68	TpLinkTechno
30FC8C	VantivaConne
30FCEB	LGElectronic
30FD11	Macrotech
30FD34	COMMANDONetw
30FD38	Google
30FD65	HuaweiTechno
30FE31	Nokia
30FE6C	Apple
30FEFA	Cisco
30FFF6	KuoHengTechn
30FFFD	HuaweiTechno
3400A3	HuaweiTechno
340286	Intel
34029B	PlexonicsTec
34029C	DLink
3403DE	TexasInstrum
340557	vivoMobileCo
34074F	AccelStor
3407AC	PronyxTradin
3407FB	Ericsson
340804	DLink
3408BC	Apple
3408E1	TexasInstrum
340962	HikvisionDig
3409C9	DongguanHuay
340A22	TopAccessEle
340A33	DLinkInterna
340A98	HuaweiTechno
340AFF	QingdaoHisen
340B40	MiosElettron
340CED	Moduel
340E22	Apple
340F66	WebSensing
34105D	TexasInstrum
3410BE	Apple
3410D0	HuaweiTechno
3410F4	SiliconLabor
341290	Treeview
341298	Apple
3412DC	QingdaoHaier
3412F9	HuaweiTechno
341343	GELighting
3413A8	Mediplan
3413E8	Intel
341453	GantnerElect
34145F	SamsungElect
